OBJECTID,GNISID,NAME,CLASS,STATE,FIPSST,COUNTYNAME,FIPSCO,LATITUDE,LONGITUDE,ELEV_METER,ELEV_FEET,TOPOMAP,DATE_CREAT,DATE_EDITE
"113463",1277951.00000000000,Bonicord,Populated Place,TN,"47",Dyer,"045",35.95451690000,-89.32173790000,"93","305",Bonicord,05/19/1980,
"149759",1647630.00000000000,Walnut Grove,Populated Place,TN,"47",Gibson,"053",36.17340000000,-88.96228690000,"107","351",Rutherford,12/01/1989,
"118332",1314665.00000000000,Berea,Populated Place,TN,"47",Warren,"177",35.80895650000,-85.70442570000,"310","1017",Campaign,05/19/1980,
"119955",1310630.00000000000,Prospect,Populated Place,TN,"47",Benton,"005",36.09505930000,-88.15559500000,"169","554",Bruceton,09/01/1989,
"114496",1298588.00000000000,Prosperity,Populated Place,TN,"47",Wilson,"189",35.98033970000,-86.05887810000,"201","659",Auburntown,05/19/1980,
"122119",1315293.00000000000,Jefferson,Populated Place,TN,"47",DeKalb,"041",35.89450970000,-85.71109320000,"311","1020",Sligo Bridge,05/19/1980,
"184924",2555207.00000000000,Deer Ridge Mobile Home Court,Populated Place,TN,"47",Jefferson,"089",36.00861110000,-83.57166670000,"358","1175",New Market,05/04/2009,
"115627",1307610.00000000000,Bud (historical),Populated Place,TN,"47",Anderson,"001",36.03257950000,-84.13519480000,"275","902",Clinton,04/01/1989,
"118908",1310326.00000000000,Riley Creek (historical),Populated Place,TN,"47",Coffee,"031",35.46840940000,-86.21693580000,"265","869",Normandy Lake,07/01/1989,
"117580",1303994.00000000000,Talley,Populated Place,TN,"47",Marshall,"117",35.35646480000,-86.68333100000,"250","820",Petersburg,05/19/1980,
"129319",1313234.00000000000,Latta (historical),Populated Place,TN,"47",Maury,"119",35.70423640000,-87.10139540000,"279","915",Godwin,04/01/1990,
"112742",1290982.00000000000,Lees Station,Populated Place,TN,"47",Bledsoe,"007",35.55423370000,-85.25274080000,"258","846",Brockdell,05/19/1980,07/28/2011
"127730",1312959.00000000000,River Club Estates,Populated Place,TN,"47",Williamson,"187",35.91089720000,-86.86361210000,"197","646",Franklin,02/01/1990,
"128987",1313193.00000000000,Ravenwood,Populated Place,TN,"47",Rutherford,"149",35.88145390000,-86.39276990000,"183","600",Walterhill,03/01/1990,
"147295",1641426.00000000000,Sandy Lane,Populated Place,TN,"47",Monroe,"123",35.29118840000,-84.28603170000,"510","1673",Tellico Plains,07/01/1992,
"111082",1282245.00000000000,DeRusk,Populated Place,TN,"47",Greene,"059",36.11537940000,-82.86931830000,"438","1437",Davy Crockett Lake,05/19/1980,
"124813",1315643.00000000000,Okra,Populated Place,TN,"47",Pickett,"137",36.61589940000,-85.12189890000,"291","955",Moodyville,05/19/1980,
"148623",1640558.00000000000,Sugarville,Populated Place,TN,"47",Sullivan,"163",36.58566150000,-82.19068880000,"522","1713",Bristol,08/01/1991,
"116655",1328152.00000000000,Eureka,Populated Place,TN,"47",Johnson,"091",36.55622900000,-81.76956110000,"743","2438",Laurel Bloomery,05/19/1980,
"117248",1308984.00000000000,Stribling (historical),Populated Place,TN,"47",Stewart,"161",36.36894330000,-87.96947490000,"109","358",McKinnon,06/01/1989,
"150212",1647738.00000000000,Lakemont Cabin Area,Populated Place,TN,"47",Hawkins,"073",36.35148140000,-83.17850270000,"325","1066",Russellville,05/19/1980,
"147627",1639690.00000000000,Sadie,Populated Place,TN,"47",Carter,"019",36.43261380000,-82.05512450000,"607","1991",Carter,05/19/1980,
"146963",1640614.00000000000,Vaughtsville (historical),Populated Place,TN,"47",Johnson,"091",36.41484260000,-81.83733800000,"677","2221",Mountain City,04/01/1989,
"112007",1275936.00000000000,Ashburn,Populated Place,TN,"47",Robertson,"147",36.62115440000,-86.82860840000,"194","636",Youngville,05/19/1980,03/20/2020
"113335",1292035.00000000000,Lookout Mountain,Populated Place,TN,"47",Hamilton,"065",34.99424220000,-85.34940270000,"564","1850",Fort Oglethorpe,05/19/1980,03/20/2008
"116323",1326964.00000000000,Ocoee,Populated Place,TN,"47",Polk,"139",35.12229720000,-84.71882720000,"242","794",Parksville,05/19/1980,
"110750",1280705.00000000000,Cleveland,Populated Place,TN,"47",Bradley,"011",35.15951820000,-84.87661150000,"262","860",South Cleveland,05/19/1980,03/20/2008
"112078",1283990.00000000000,Fairview,Populated Place,TN,"47",McMinn,"107",35.45479580000,-84.56048820000,"297","974",Athens,05/19/1980,
"112339",1284953.00000000000,Friendsville,Populated Place,TN,"47",Blount,"009",35.76035750000,-84.13574530000,"265","869",Concord,05/19/1980,03/20/2008
"116916",1308104.00000000000,Buena Vista,Populated Place,TN,"47",Blount,"009",35.73674950000,-83.98601530000,"313","1027",Blockhouse,05/01/1989,
"125074",1315686.00000000000,Pawpaw Plains,Populated Place,TN,"47",Roane,"145",35.86979910000,-84.33742420000,"250","820",Lenoir City,05/19/1980,
"124481",1311920.00000000000,Delray Park Estates,Populated Place,TN,"47",Sumner,"165",36.25671980000,-86.62555160000,"144","472",Goodlettsville,11/01/1989,
"127398",1312886.00000000000,Springmont,Populated Place,TN,"47",Wilson,"189",36.22560970000,-86.57332850000,"179","587",Hermitage,03/01/1990,
"116252",1314454.00000000000,Vaughns Grove,Populated Place,TN,"47",Gibson,"053",36.00201140000,-88.85617440000,"142","466",Bradford,05/19/1980,
"149548",1647545.00000000000,Pleasant Hill,Populated Place,TN,"47",Obion,"131",36.36256490000,-89.07923270000,"131","430",Rives,11/01/1989,
"115659",1302822.00000000000,Whittens Stand (historical),Populated Place,TN,"47",Wayne,"181",35.07369380000,-87.79863860000,"258","846",Cypress Inn,08/01/1991,
"113003",1276962.00000000000,Belleview,Populated Place,TN,"47",Lincoln,"103",35.04536310000,-86.59693990000,"273","896",Lincoln,05/19/1980,
"148291",1645839.00000000000,New Las Casas (historical),Populated Place,TN,"47",Rutherford,"149",35.95284110000,-86.28054670000,"190","623",Lascassas,03/01/1990,
"120497",1315017.00000000000,Elmore,Populated Place,TN,"47",Cumberland,"035",36.11840030000,-85.07940430000,"575","1886",Isoline,05/19/1980,
"121825",1315265.00000000000,Howard Mill,Populated Place,TN,"47",Morgan,"129",36.10257380000,-84.71661040000,"324","1063",Lancing,05/19/1980,
"115327",1314225.00000000000,New Hopewell,Populated Place,TN,"47",Knox,"093",35.92841860000,-83.80045590000,"259","850",Shooks Gap,09/01/1991,
"115991",1314407.00000000000,Tioga,Populated Place,TN,"47",Anderson,"001",36.12785580000,-84.40493240000,"461","1512",Fork Mountain,05/19/1980,
"114663",1295095.00000000000,Mulloy,Populated Place,TN,"47",Sumner,"165",36.54976570000,-86.62332860000,"235","771",Portland,05/19/1980,03/20/2020
"114640",1294566.00000000000,Mount Carmel,Populated Place,TN,"47",Decatur,"039",35.49785040000,-88.00780740000,"125","410",Bath Springs,05/19/1980,
"113976",1297686.00000000000,Pinson,Populated Place,TN,"47",Madison,"113",35.49007560000,-88.72061030000,"117","384",Henderson,05/19/1980,
"119595",1310501.00000000000,Archer,Populated Place,TN,"47",Marshall,"117",35.32813210000,-86.75972150000,"259","850",Cornersville,08/01/1989,
"111984",1275640.00000000000,Altamont,Populated Place,TN,"47",Grundy,"061",35.42951860000,-85.72303160000,"565","1854",Altamont,05/19/1980,03/20/2008
"112765",1291257.00000000000,Life,Populated Place,TN,"47",Henderson,"077",35.61451560000,-88.47866050000,"161","528",Life,05/19/1980,
"128964",1313168.00000000000,Scotland Acres,Populated Place,TN,"47",Rutherford,"149",35.85701000000,-86.35721430000,"188","617",Dillton,03/01/1990,
"118931",1310383.00000000000,Lower Elkton (historical),Populated Place,TN,"47",Giles,"055",35.02925020000,-86.92500510000,"184","604",Elkton,07/01/1989,
"116939",1308302.00000000000,Ipe (historical),Populated Place,TN,"47",Monroe,"123",35.54119370000,-84.03851740000,"256","840",Tallassee,05/01/1989,
"116607",1327680.00000000000,Boomer,Populated Place,TN,"47",Cocke,"029",35.82787880000,-82.96070070000,"900","2953",Lemon Gap,05/19/1980,
"148600",1640492.00000000000,Cedar Valley,Populated Place,TN,"47",Sullivan,"163",36.56955080000,-82.17485450000,"490","1608",Bristol,08/01/1991,
"121802",1315238.00000000000,Hilltop,Populated Place,TN,"47",Henry,"079",36.34089100000,-88.34393290000,"180","591",Paris,05/19/1980,
"111105",1282677.00000000000,Dotsonville,Populated Place,TN,"47",Montgomery,"125",36.48255000000,-87.48640050000,"183","600",Palmyra,05/19/1980,
"148268",1640446.00000000000,Towne Acres,Populated Place,TN,"47",Washington,"179",36.34316110000,-82.38319660000,"496","1627",Jonesborough,08/01/1991,
"120474",1314991.00000000000,Dykes Mill,Populated Place,TN,"47",Hawkins,"073",36.43815550000,-82.70293480000,"413","1355",Lovelace,05/19/1980,
"150235",1648011.00000000000,Annesdale Park,Populated Place,TN,"47",Shelby,"157",35.13147890000,-90.01897950000,"92","302",Northwest Memphis,11/01/1994,
"122798",1311554.00000000000,Seventy-Six Estates,Populated Place,TN,"47",Montgomery,"125",36.51810360000,-87.25778400000,"150","492",Clarksville,11/01/1989,
"124458",1311802.00000000000,Ray (historical),Populated Place,TN,"47",Union,"173",36.36452320000,-83.94880690000,"306","1004",White Hollow,11/01/1989,
"112433",1285513.00000000000,Glenmary,Populated Place,TN,"47",Scott,"151",36.31091000000,-84.62466420000,"388","1273",Robbins,05/19/1980,
"112101",1284346.00000000000,Five Points,Populated Place,TN,"47",Lawrence,"099",35.04591570000,-87.31112940000,"265","869",Bonnertown,05/19/1980,
"117603",1304110.00000000000,Timberlinks,Populated Place,TN,"47",Hamilton,"065",35.13007260000,-85.34690440000,"552","1811",Fairmount,05/19/1980,
"113312",1291639.00000000000,Little River,Populated Place,TN,"47",Blount,"009",35.85063860000,-83.94184890000,"264","866",Maryville,05/19/1980,
"122134",1315313.00000000000,Keister,Populated Place,TN,"47",Jefferson,"089",36.13647830000,-83.46378450000,"352","1155",Talbott,05/19/1980,
"127968",1312984.00000000000,Ewing (historical),Populated Place,TN,"47",Sevier,"155",35.91175570000,-83.59072590000,"267","876",Douglas Dam,02/01/1990,
"149571",1647617.00000000000,Stony Point,Populated Place,TN,"47",Knox,"093",35.98953060000,-83.72212080000,"275","902",Boyds Creek,12/01/1989,
"115636",1307681.00000000000,Knapp (historical),Populated Place,TN,"47",Anderson,"001",36.18841220000,-84.14519960000,"282","925",Lake City,04/01/1989,
"111652",1274455.00000000000,Whites Creek,Populated Place,TN,"47",Davidson,"037",36.26588690000,-86.83083240000,"143","469",Whites Creek,05/19/1980,
"123130",1315438.00000000000,Louise,Populated Place,TN,"47",Montgomery,"125",36.37088580000,-87.39917650000,"168","551",Slayden,05/19/1980,
"110773",1281028.00000000000,Columbia Gardens,Populated Place,TN,"47",Maury,"119",35.61618290000,-87.07695070000,"196","643",Columbia,05/19/1980,
"115968",1314382.00000000000,Taylorsville,Populated Place,TN,"47",Maury,"119",35.63590530000,-87.27417760000,"168","551",Greenfield Bend,05/19/1980,
"127421",1312919.00000000000,Chestnut Hill,Populated Place,TN,"47",Williamson,"187",35.97700680000,-86.82416700000,"265","869",Franklin,02/01/1990,
"129745",1313407.00000000000,Glendale Park,Populated Place,TN,"47",Davidson,"037",36.09728100000,-86.78611030000,"181","594",Oak Hill,03/01/1990,
"115304",1314067.00000000000,Haleville (historical),Populated Place,TN,"47",DeKalb,"041",35.97533980000,-85.98443290000,"184","604",Gassaway,01/01/1990,
"120923",1311009.00000000000,Sun Valley,Populated Place,TN,"47",Putnam,"141",36.18617170000,-85.54164330000,"317","1040",Cookeville West,09/01/1989,
"116369",1307903.00000000000,Villa Heights,Populated Place,TN,"47",Bradley,"011",35.21201740000,-84.89577940000,"226","741",South Cleveland,04/01/1989,
"148669",1647231.00000000000,Allen,Populated Place,TN,"47",Meigs,"121",35.43507160000,-84.85216870000,"236","774",Goodfield,06/01/1989,
"118361",1309356.00000000000,Purdons (historical),Populated Place,TN,"47",Grundy,"061",35.39090660000,-85.65302890000,"576","1890",Altamont,05/01/1989,
"127352",1312817.00000000000,Caravelle,Populated Place,TN,"47",Wilson,"189",36.20394380000,-86.54110570000,"153","502",Hermitage,03/01/1990,
"119123",1314793.00000000000,Cardiff,Populated Place,TN,"47",Roane,"145",35.89062920000,-84.63104940000,"250","820",Cardiff,05/19/1980,
"113381",1287542.00000000000,Hickey,Populated Place,TN,"47",Putnam,"141",36.09839450000,-85.70553750000,"311","1020",Silver Point,05/19/1980,
"110704",1280031.00000000000,Cedar Grove,Populated Place,TN,"47",Sullivan,"163",36.57343440000,-82.52459520000,"423","1388",Kingsport,05/19/1980,
"148005",1640384.00000000000,Melrose,Populated Place,TN,"47",Washington,"179",36.30927340000,-82.32819370000,"500","1640",Johnson City,08/01/1991,
"121278",1315193.00000000000,Harmony,Populated Place,TN,"47",Washington,"179",36.39482500000,-82.56626130000,"526","1726",Sullivan Gardens,05/19/1980,
"114709",1300139.00000000000,Rossville Junction,Populated Place,TN,"47",Fayette,"047",35.04175780000,-89.54368970000,"99","325",Rossville,05/19/1980,03/11/2020
"118029",1314583.00000000000,Anderson,Populated Place,TN,"47",Franklin,"051",34.99397190000,-85.90303360000,"194","636",Eureka,05/19/1980,
"148337",1646961.00000000000,Temple Hill,Populated Place,TN,"47",Unicoi,"171",36.08760770000,-82.48597320000,"541","1775",Chestoa,05/01/1989,
"117626",1304323.00000000000,Waldens Creek,Populated Place,TN,"47",Sevier,"155",35.78731170000,-83.62655770000,"304","997",Walden Creek,08/01/1991,
"119286",1310442.00000000000,Lake Shadow,Populated Place,TN,"47",Roane,"145",35.82035150000,-84.58604690000,"243","797",Bacon Gap,07/01/1989,
"115041",1300359.00000000000,Ruthville,Populated Place,TN,"47",Weakley,"183",36.43867240000,-88.79700190000,"123","404",McConnell,05/19/1980,
"117697",1309289.00000000000,Holly Hills,Populated Place,TN,"47",Greene,"059",36.15815810000,-82.79876280000,"477","1565",Greeneville,05/01/1989,
"117365",1314500.00000000000,White Horn,Populated Place,TN,"47",Hawkins,"073",36.28454070000,-83.05599640000,"355","1165",Bulls Gap,05/19/1980,
"116701",1328713.00000000000,Little Cherokee,Populated Place,TN,"47",Washington,"179",36.23538450000,-82.43986510000,"496","1627",Erwin,05/19/1980,
"121942",1311333.00000000000,Saint John,Populated Place,TN,"47",Haywood,"075",35.43924810000,-89.28451360000,"109","358",Dancyville,10/01/1989,
"120282",1310837.00000000000,Hutson Grove (historical),Populated Place,TN,"47",Crockett,"033",35.87035050000,-89.19451290000,"100","328",Maury City,08/01/1989,
"114377",1293644.00000000000,Michie,Populated Place,TN,"47",McNairy,"109",35.05619630000,-88.43532220000,"186","610",Michie,05/19/1980,03/20/2008
"122111",1315283.00000000000,Inman,Populated Place,TN,"47",Marion,"115",35.11035330000,-85.52607570000,"199","653",Sequatchie,05/19/1980,
"126688",1312719.00000000000,Lake Crest,Populated Place,TN,"47",Hamilton,"065",35.15979420000,-85.10523100000,"231","758",Snow Hill,02/01/1990,
"120119",1314948.00000000000,Disco,Populated Place,TN,"47",Blount,"009",35.78591260000,-84.15824690000,"274","899",Concord,05/19/1980,
"124032",1311781.00000000000,Gabe (historical),Populated Place,TN,"47",Union,"173",36.20702400000,-83.92769080000,"305","1001",Big Ridge Park,11/01/1989,
"113713",1293039.00000000000,Mayview Heights,Populated Place,TN,"47",Knox,"093",36.04619160000,-84.00963390000,"323","1060",Powell,05/19/1980,
"126024",1315845.00000000000,Rough Point,Populated Place,TN,"47",Jackson,"087",36.36033660000,-85.73636880000,"168","551",Gainesboro,05/19/1980,
"123107",1315411.00000000000,Little Barren,Populated Place,TN,"47",Union,"173",36.36563590000,-83.75574490000,"321","1053",Maynardville,05/19/1980,
"120451",1314967.00000000000,Dotson,Populated Place,TN,"47",Grainger,"057",36.33564210000,-83.49712500000,"379","1243",Avondale,05/19/1980,
"119618",1310559.00000000000,Sycamore Spring,Populated Place,TN,"47",Grainger,"057",36.23480830000,-83.57073600000,"366","1201",Joppa,08/01/1989,
"120096",1314916.00000000000,Crowtexas,Populated Place,TN,"47",Hardin,"071",35.27452340000,-88.11197670000,"195","640",Olivehill,05/19/1980,
"125051",1315659.00000000000,Oslin,Populated Place,TN,"47",Marshall,"117",35.52840500000,-86.76416560000,"204","669",Verona,05/19/1980,
"119641",1314867.00000000000,Cochran,Populated Place,TN,"47",Marshall,"117",35.42313000000,-86.80166690000,"229","751",Lewisburg,05/19/1980,
"121301",1315220.00000000000,Hendon,Populated Place,TN,"47",Bledsoe,"007",35.41978960000,-85.24162770000,"590","1936",Brayton,05/19/1980,
"119309",1310479.00000000000,Woodland Cove,Populated Place,TN,"47",Roane,"145",35.76840620000,-84.64299310000,"236","774",Rockwood,07/01/1989,
"119100",1314764.00000000000,Buffalo,Populated Place,TN,"47",Humphreys,"085",35.88561940000,-87.80669200000,"138","453",Hurricane Mills,05/19/1980,
"121424",1311272.00000000000,Clay Hill,Populated Place,TN,"47",Scott,"151",36.55980140000,-84.43132590000,"425","1394",Winfield,10/01/1989,
"113358",1287033.00000000000,Harrtown,Populated Place,TN,"47",Sullivan,"163",36.56065810000,-82.38597640000,"508","1667",Indian Springs,05/19/1980,
"147982",1640325.00000000000,Fairlawn,Populated Place,TN,"47",Washington,"179",36.34732780000,-82.37014040000,"495","1624",Johnson City,08/01/1991,
"121965",1311466.00000000000,Boyd Acres,Populated Place,TN,"47",Montgomery,"125",36.55143740000,-87.42806560000,"192","630",New Providence,11/01/1989,
"117674",1309191.00000000000,Limestone Springs,Populated Place,TN,"47",Greene,"059",36.02010250000,-82.85681390000,"430","1411",Davy Crockett Lake,05/01/1989,
"116346",1327326.00000000000,Water Fork Mill,Populated Place,TN,"47",Greene,"059",36.11454810000,-82.74292600000,"406","1332",Greystone,05/19/1980,
"116678",1328414.00000000000,Heath,Populated Place,TN,"47",Johnson,"091",36.45456530000,-81.75483600000,"751","2464",Mountain City,05/19/1980,
"112694",1290486.00000000000,Lake Harbor Estates,Populated Place,TN,"47",Hamilton,"065",35.13090550000,-85.14773200000,"227","745",Daisy,05/19/1980,
"114354",1293309.00000000000,McGhee,Populated Place,TN,"47",Monroe,"123",35.61146750000,-84.20880410000,"246","807",Vonore,05/19/1980,
"113690",1292662.00000000000,Marble Hill,Populated Place,TN,"47",Blount,"009",35.71841300000,-84.14046760000,"272","892",Meadow,05/19/1980,
"114686",1299809.00000000000,Rockford,Populated Place,TN,"47",Blount,"009",35.82758320000,-83.94073730000,"253","830",Maryville,05/19/1980,05/12/2008
"148646",1647157.00000000000,Brotherton,Populated Place,TN,"47",Greene,"059",36.27315470000,-82.92182560000,"358","1175",McCloud,05/01/1989,
"147318",1643119.00000000000,Mount Hope (historical),Populated Place,TN,"47",Greene,"059",36.29593380000,-82.82710200000,"367","1204",Baileyton,05/01/1989,
"120637",1310897.00000000000,Eastwood,Populated Place,TN,"47",Putnam,"141",36.15756150000,-85.47803060000,"330","1083",Cookeville East,09/01/1989,
"119973",1310757.00000000000,Hoffasville (historical),Populated Place,TN,"47",Cheatham,"021",36.33671830000,-86.99861260000,"214","702",Forest Grove,09/01/1989,
"110727",1280289.00000000000,Chaska,Populated Place,TN,"47",Campbell,"013",36.52896900000,-84.07742670000,"334","1096",Jellico East,05/19/1980,
"118313",1314646.00000000000,Beech Fork,Populated Place,TN,"47",Campbell,"013",36.23452340000,-84.30493040000,"424","1391",Duncan Flats,05/19/1980,
"112055",1289664.00000000000,Johnsons Grove,Populated Place,TN,"47",Crockett,"033",35.76729630000,-89.19562340000,"107","351",Maury City,05/19/1980,
"113026",1277235.00000000000,Big Boy Junction,Populated Place,TN,"47",Dyer,"045",36.03618290000,-89.49979680000,"82","269",Dyersburg,05/19/1980,
"129342",1313321.00000000000,Forks of Piney (historical),Populated Place,TN,"47",Dickson,"043",36.01117340000,-87.44418110000,"178","584",Dickson,02/01/1990,
"127707",1312934.00000000000,Carnton Plantation,Populated Place,TN,"47",Williamson,"187",35.90311970000,-86.85833410000,"202","663",Franklin,02/01/1990,
"127375",1312861.00000000000,Lindsayville (historical),Populated Place,TN,"47",Wilson,"189",36.13422410000,-86.41527040000,"195","640",Martha,03/01/1990,
"115682",1302872.00000000000,Highland Homesite Addition,Populated Place,TN,"47",Cumberland,"035",35.95201250000,-84.98884410000,"564","1850",Dorton,08/01/1991,
"148314",1646863.00000000000,Tabor,Populated Place,TN,"47",Cumberland,"035",36.02228960000,-85.04301410000,"563","1847",Isoline,08/01/1991,
"120305",1310879.00000000000,Capshaw Woods,Populated Place,TN,"47",Putnam,"141",36.15283930000,-85.49219760000,"318","1043",Cookeville East,09/01/1989,
"121069",1315159.00000000000,Greentown,Populated Place,TN,"47",Marion,"115",35.29090950000,-85.65885980000,"548","1798",Tracy City,05/19/1980,
"184341",2515285.00000000000,Harrison Trailer Park,Populated Place,TN,"47",Hamilton,"065",35.34222220000,-85.13000000000,"218","715",Soddy,12/19/2008,
"119403",1314854.00000000000,Clear Springs,Populated Place,TN,"47",McMinn,"107",35.46229440000,-84.76494320000,"260","853",Goodfield,05/19/1980,
"122652",1315347.00000000000,Lakewood,Populated Place,TN,"47",Carroll,"017",35.99950710000,-88.48755310000,"151","495",Palmer Shelter,05/19/1980,
"114832",1305840.00000000000,Chalklevel,Populated Place,TN,"47",Benton,"005",35.98672760000,-88.06503600000,"129","423",Rockport,05/19/1980,
"129482",1313347.00000000000,Redden (historical),Populated Place,TN,"47",Dickson,"043",35.98561850000,-87.44168110000,"175","574",Texas Hollow,03/01/1990,
"118075",1314637.00000000000,Bear Stand,Populated Place,TN,"47",Carter,"019",36.27872770000,-82.08817980000,"1201","3940",Watauga Dam,05/19/1980,
"117085",1303337.00000000000,Mount Area Estates,Populated Place,TN,"47",Sullivan,"163",36.56954800000,-82.25235810000,"507","1663",Blountville,08/01/1991,
"112911",1286404.00000000000,Gum Flat,Populated Place,TN,"47",Crockett,"033",35.71507200000,-88.98395140000,"116","381",Adair,05/19/1980,
"126903",1312761.00000000000,Pineville,Populated Place,TN,"47",Hamilton,"065",35.06951810000,-85.33023650000,"201","659",Chattanooga,02/01/1990,
"116083",1307865.00000000000,Peach Orchard,Populated Place,TN,"47",Bradley,"011",35.17229620000,-84.80966450000,"314","1030",East Cleveland,04/01/1989,
"125646",1315774.00000000000,Prospect,Populated Place,TN,"47",Loudon,"105",35.72813070000,-84.42409400000,"249","817",Philadelphia,05/19/1980,
"114826",1305776.00000000000,Cedar Hill,Populated Place,TN,"47",Robertson,"147",36.55143330000,-86.99916620000,"207","679",Springfield North,05/19/1980,03/20/2008
"126897",1312752.00000000000,Oakhurst,Populated Place,TN,"47",Hamilton,"065",35.00285260000,-85.26412280000,"277","909",Chattanooga,02/01/1990,
"123577",1311700.00000000000,Prima Estates,Populated Place,TN,"47",Hamblen,"063",36.17925710000,-83.40100600000,"422","1384",Talbott,10/01/1989,
"112247",1284541.00000000000,Flynns Lick,Populated Place,TN,"47",Jackson,"087",36.32644800000,-85.71359090000,"161","528",Gainesboro,05/19/1980,09/05/2013
"111506",1270971.00000000000,Speedwell,Populated Place,TN,"47",Claiborne,"025",36.45869020000,-83.87186240000,"340","1115",Ausmus,05/19/1980,
"111583",1283645.00000000000,Elk Valley,Populated Place,TN,"47",Campbell,"013",36.48369160000,-84.24576500000,"341","1119",Ivydell,05/19/1980,
"111577",1283572.00000000000,Egypt,Populated Place,TN,"47",Tipton,"167",35.49119340000,-89.78397100000,"95","312",Munford,05/19/1980,
"148715",1647400.00000000000,Elm Grove,Populated Place,TN,"47",Tipton,"167",35.57285860000,-89.81258280000,"97","318",Gilt Edge,09/01/1989,
"125575",1312489.00000000000,Fountainhead,Populated Place,TN,"47",Williamson,"187",36.00811730000,-86.80972220000,"215","705",Oak Hill,02/01/1990,
"125569",1312483.00000000000,Devonshire Manor,Populated Place,TN,"47",Williamson,"187",36.04672740000,-86.88944560000,"180","591",Bellevue,02/01/1990,
"129488",1313362.00000000000,West Dickson,Populated Place,TN,"47",Dickson,"043",36.08061600000,-87.39917900000,"252","827",Dickson,03/01/1990,
"128225",1313095.00000000000,Joywood,Populated Place,TN,"47",Rutherford,"149",35.92978640000,-86.49443710000,"178","584",Walterhill,03/01/1990,
"114162",1304999.00000000000,Baxter,Populated Place,TN,"47",Putnam,"141",36.15367180000,-85.64359090000,"313","1027",Baxter,05/19/1980,03/20/2008
"120660",1310945.00000000000,Laurel Park,Populated Place,TN,"47",Putnam,"141",36.17422810000,-85.46608560000,"340","1115",Cookeville East,09/01/1989,
"120683",1315072.00000000000,Forty Forks,Populated Place,TN,"47",McNairy,"109",35.29369160000,-88.58227020000,"184","604",Mount Peter,05/19/1980,
"111529",1283176.00000000000,Duncanville,Populated Place,TN,"47",Marshall,"117",35.45174070000,-86.84139000000,"242","794",Lewisburg,05/19/1980,
"148692",1647351.00000000000,Laws Hill,Populated Place,TN,"47",Marshall,"117",35.54312670000,-86.70833110000,"221","725",Farmington,08/01/1989,
"114855",1306006.00000000000,Coalmont,Populated Place,TN,"47",Grundy,"061",35.33757610000,-85.70414000000,"574","1883",Tracy City,05/19/1980,03/20/2008
"117388",1314525.00000000000,Winton Town,Populated Place,TN,"47",Coffee,"031",35.47313170000,-85.91637190000,"349","1145",Hillsboro,05/19/1980,
"121046",1315133.00000000000,Goodrich,Populated Place,TN,"47",Hickman,"081",35.84478830000,-87.47862590000,"169","554",Centerville,05/19/1980,
"125669",1315798.00000000000,Reliance,Populated Place,TN,"47",Claiborne,"025",36.57396980000,-83.80658490000,"507","1663",Fork Ridge,05/19/1980,
"116183",1296488.00000000000,Orme,Populated Place,TN,"47",Marion,"115",35.01202620000,-85.80469660000,"259","850",Orme,05/19/1980,03/20/2008
"116724",1329039.00000000000,Oak Grove,Populated Place,TN,"47",Polk,"139",35.18118540000,-84.61965650000,"245","804",Oswald Dome,05/19/1980,
"118052",1314610.00000000000,Avondale,Populated Place,TN,"47",Grainger,"057",36.30258770000,-83.46267870000,"338","1109",Avondale,05/19/1980,
"123554",1311670.00000000000,Lakewood Estates,Populated Place,TN,"47",Hamblen,"063",36.25703700000,-83.27044820000,"353","1158",Bean Station,10/01/1989,
"111560",1283442.00000000000,Eaton,Populated Place,TN,"47",Gibson,"053",35.96895950000,-89.13201250000,"94","308",Friendship,05/19/1980,
"116060",1307817.00000000000,Hill Acres,Populated Place,TN,"47",Bradley,"011",35.16729620000,-84.81299800000,"308","1010",East Cleveland,04/01/1989,
"118175",1304771.00000000000,Adolphus,Populated Place,TN,"47",Loudon,"105",35.74118610000,-84.42548310000,"230","755",Philadelphia,05/19/1980,
"116398",1307990.00000000000,Littlebrook,Populated Place,TN,"47",Blount,"009",35.83952740000,-83.94407110000,"261","856",Maryville,05/01/1989,
"122675",1315373.00000000000,Leemans Corner,Populated Place,TN,"47",Wilson,"189",36.13200130000,-86.24915740000,"202","663",Shop Springs,05/19/1980,
"124003",1311723.00000000000,West Lake Estates,Populated Place,TN,"47",Hamblen,"063",36.17897820000,-83.45128570000,"339","1112",Talbott,10/01/1989,
"118390",1309651.00000000000,Crookedfork (historical),Populated Place,TN,"47",Morgan,"129",36.07368810000,-84.49715800000,"402","1319",Petros,06/01/1989,
"124882",1311966.00000000000,Twin Valley,Populated Place,TN,"47",Sumner,"165",36.32032870000,-86.65277390000,"160","525",Goodlettsville,12/01/1989,
"114732",1313501.00000000000,West,Populated Place,TN,"47",Davidson,"037",36.27366460000,-86.89555580000,"193","633",Forest Grove,03/01/1990,
"124888",1312009.00000000000,Mayfield (historical),Populated Place,TN,"47",Jackson,"087",36.28144830000,-85.62192230000,"304","997",Dodson Branch,12/01/1989,
"114849",1305947.00000000000,Claybrook,Populated Place,TN,"47",Madison,"113",35.70840190000,-88.63422080000,"171","561",Claybrook,05/19/1980,
